Gene_Symbol,log2FoldChange,pvalue
NA,0.273448803,7.13E-05
NA,0.727558853,0.001605919
NA,1.066083229,1.49E-09
GPX3,2.122388676,0.029221745
SELENOH,0.352460047,0.003131986
STK38L,1.520737973,6.68E-268
NA,-1.190635458,2.54E-171
TSN,0.689666432,4.63E-12
NA,-4.023477196,0.028293735
TRGV3,-1.5356554,0.003823174
ND4L,0.732080574,6.48E-09
POU5F1B,-5.304295583,0.006635933
ZNF580,-0.558323426,0.023862151
SYT3,-0.851638615,0.000615395
NUP62,-0.844574635,1.40E-27
CEP43,0.455356669,0.019690558
NA,-1.371727928,0.004694378
NA,-1.444610374,6.14E-16
SCAF8,-0.253887497,0.005086002
NA,-2.266839655,0.000472547
GAPDHP36,-2.522034403,0.015664107
KLHL23,1.792993604,0.000642922
NA,0.938071123,0.001040437
GIMAP1,-1.104293316,0.02826949
NA,0.525890791,0.003479026
SUPT4H1,-0.245247736,0.012857771
NRAS,0.516402608,1.86E-29
NA,-0.633775511,0.030925842
QTRT1,1.163469177,1.33E-06
CHUK,0.438809561,3.35E-06
COG8,0.504937259,0.010739993
ARHGAP19,0.674685478,0.000156236
NA,1.206243384,0.008248915
RPL18AP3,0.411331964,0.017468264
SIPA1,-0.636137289,6.60E-12
FIRRE,-2.307175623,0.007646119
NT5C3AP1,-2.193719197,0.048190907
GBP7,-5.188309614,0.008729551
RBMXL1,-0.642207556,2.93E-05
SRA1,0.758429559,3.47E-11
DNAJC9,0.599375023,0.0041962
RPLP0P6,0.518368099,5.15E-05
VDAC1,0.881762436,5.64E-61
TMX2,0.620949036,2.97E-15
HEXA,-0.333512802,0.000737545
NDUFS3,0.48872567,6.85E-06
LEPROT,-0.183230062,0.013447857
LBH,0.828110309,5.64E-10
ADAT3,-0.883202239,0.016234891
PPP1CB,0.531977292,2.24E-21
GPSM3,-0.591852914,2.30E-08
LAT,-1.013859271,0.011547009
TREX1,-1.578154992,5.25E-21
S1PR3,0.556580355,0.000193064
SLC35F6,-0.621301986,2.63E-07
NA,2.430330225,0.016626111
NA,0.993767445,0.040302503
DDAH2,0.513614478,0.018980727
RPS29,0.327457129,0.044444365
CENPBD2P,0.669555296,1.71E-07
ZNF134,0.612757262,4.10E-05
NA,1.25018826,0.017053517
EMP2,2.06442207,0.000404214
KCTD11,-0.473908315,0.015229185
DNASE1,-0.662369321,0.000315865
CSNK1E,0.305059027,0.002614909
IRF9,-0.531035616,0.01200562
NUDT19,1.122550896,3.40E-10
ZNF726,3.974077766,0.034173444
AP1G2,-1.034841827,1.36E-11
TTLL3,-0.456818606,0.000487826
REPIN1,-0.376237637,0.000124711
ZNF891,1.237550999,0.013517869
SMIM7,0.389470512,0.014500183
FBXO16,1.557651486,0.005304689
ARL16,0.362058174,0.035948359
NA,-1.017840768,0.003637947
LYRM4,0.813932912,0.001481051
MYCBP,1.033865177,4.80E-12
NA,-4.551974266,0.040553423
ALG3,0.806611509,1.34E-08
NA,-0.711988072,3.83E-08
NA,-1.251547448,0.007914012
SMIM30,0.362601873,0.014506726
C19orf38,-2.383987561,5.34E-08
C17orf67,-2.992645748,2.36E-23
FIS1,0.702097458,1.88E-08
RPS3AP26,0.668975937,0.018497565
RPL7P1,0.500372408,0.000187364
STARD10,-1.8933868,1.94E-15
CPEB1,-0.72891245,0.048489041
ZSWIM8,-0.748095515,1.74E-17
IFRD2,1.295947083,3.16E-15
HNRNPUL2,0.715417676,3.45E-06
NA,-3.769390019,0.006116131
NA,2.472835311,7.96E-06
SMTNL1,-2.576522806,4.94E-21
RTL10,0.448764966,0.013723395
PHB2,0.436382422,2.50E-05
ALOX12-AS1,-1.210154868,7.41E-06
ANXA2R-AS1,-1.58139097,7.45E-11
NA,1.572544711,0.001393223
UBXN2B,-0.186852286,0.040741357
ZNG1F,-1.520144109,0.046918645
NA,0.825382483,0.010647688
PEX26,-0.260879413,0.009393404
UBE2QL1,-3.949175949,2.76E-05
FASTKD5,-0.299138839,0.031573201
GOLGA8B,-1.144768349,2.14E-13
DDX3X,0.226893667,1.42E-07
MIR17HG,-0.571475295,0.011106178
EFCAB8,-2.845831439,0.031503386
NA,-2.576871727,0.004078733
NA,-7.615170339,9.54E-07
CYB5RL,0.89377685,0.04087127
NA,-0.820513844,4.65E-07
IFI30,-1.90254505,8.73E-09
NA,1.127091496,5.24E-05
FNIP1,-0.605310124,2.19E-12
SP9,-1.24134996,6.58E-17
CKLF,-0.907672035,3.01E-05
NA,-1.412013299,1.81E-18
ADAMTS7P4,-4.55964863,0.039963305
NA,-0.432448452,0.015486449
TENM3,0.545911248,0.026765744
LOC100129844,0.972548488,5.02E-07
CEBPZOS,0.485724492,0.002097719
RNASEK,-0.767593262,0.0276804
PPP1R3G,1.769164277,1.10E-08
NA,4.501229295,0.047775551
RPL21P16,0.74131789,7.34E-05
FANCG,1.672691824,2.75E-09
DPP3P2,1.724433714,0.038261067
CEBPD,-1.344321256,1.60E-13
FAM200C,1.278875598,0.035001537
NPTXR,-1.509750724,1.44E-46
PPP2R2A,-0.616276285,7.47E-25
TRIM16,0.964944577,0.015621051
XKR9,-2.806216821,0.000394586
SLC12A8,-0.315223091,0.001268429
APOL6,-1.542534928,3.54E-205
TTC4P1,1.822992318,0.042478186
CCNL2,0.317895206,6.68E-05
UBA52,0.275133131,6.98E-06
NA,-0.751889661,0.008885398
BTBD19,-1.398967353,1.71E-15
NA,2.926038949,5.35E-08
CYTOR,-0.70604039,2.69E-08
RNU6-130P,4.501229295,0.047775551
RNA5SP39,-3.22794719,0.000150896
NA,-1.669219467,2.73E-12
ZDHHC12-DT,1.348449334,0.042588638
VPS52,0.356151899,0.001108927
NA,0.77516397,0.042211667
NA,-0.828401082,0.011890148
ZNF844,-3.474873138,0.013926477
NA,-3.959566008,2.04E-07
TINCR,-2.233968204,0.028498414
NA,-1.079920474,1.76E-09
LINC00205,0.820073973,0.005539565
UBE2E1-AS1,-1.912357986,0.041283362
PDGFA-DT,-1.058877225,0.003124791
ROR1-AS1,-2.428346752,1.70E-18
CHROMR,-0.760526168,2.68E-10
NA,1.922996093,3.27E-21
NA,1.234810791,4.37E-25
NA,1.397545877,0.009558677
NA,-3.219454317,0.007507952
LINC01857,-4.463426573,0.01104296
NA,-2.254791297,0.009607411
NA,-1.855899019,0.007404076
PRR29,-3.744489609,0.049426259
NA,-4.108147808,0.023714178
ATXN1L,-0.790032404,2.07E-22
SMIM13,0.825193616,3.56E-09
ZMIZ1-AS1,-0.850965713,1.53E-12
NA,-4.842182488,0.02116212
NA,-2.950422027,7.72E-17
RPS27AP16,1.067525615,0.00015052
NA,-4.188124632,0.020005245
NA,-2.62235136,0.00577251
NA,-1.831275428,0.017295353
NA,0.488800959,0.000285813
NDUFAF8,0.876667932,0.004171343
NA,-1.229501678,0.033443548
NA,-1.403735268,0.006357537
NA,-2.408836065,0.043681762
NA,-1.870817202,0.001625223
OR52K3P,-2.630760814,1.19E-11
NA,2.567373472,1.31E-17
NA,-0.842516762,5.54E-16
PLEKHM1,-1.251077168,3.02E-29
NA,-1.278119314,0.028052121
NA,-1.402015482,0.00525065
NRSN2-AS1,-0.71857269,0.020332177
LINC01504,-0.661663853,0.046127544
NA,-4.08112543,1.81E-83
ZNF469,-0.972164731,3.26E-18
MTND2P28,0.483225501,0.003680718
FAM225B,-0.705319367,9.19E-05
FGD5-AS1,0.449168031,2.79E-07
RUSC1-AS1,0.800103296,0.002269656
NA,-1.310953939,2.42E-09
NA,-1.213448379,1.24E-06
NA,-2.728906921,1.38E-77
ZNF567-DT,1.802771465,0.014537713
SIMALR,-5.36801046,1.02E-08
NA,-1.45707035,0.015313519
FTCDNL1,3.226153775,0.007786945
LINC01907,-2.422233762,0.022609716
BAIAP2-DT,-0.474965571,2.48E-05
NA,-2.457388787,0.039532121
WASH8P,-0.554324858,0.0042914
NA,0.667445986,0.023796199
CFLAR-AS1,-1.814662272,0.00104589
ZKSCAN8P1,1.543713198,0.023698358
NA,-1.076036032,0.000820225
ANKRD18DP,0.951738117,0.034720165
NA,-0.971174849,0.04827544
NA,-2.005742464,3.23E-07
CYP4F26P,-2.061164734,0.000996109
NA,-2.510136205,1.81E-05
TEX41,1.116933315,0.017993153
NA,-2.741069016,9.38E-12
NA,-1.5496558,0.016490611
DANCR,1.75441948,3.55E-09
RPS2P36,-2.076209555,0.047744779
NA,-2.388846014,0.000708834
C14orf132,-0.655095483,0.028614569
NA,-0.94404712,0.000182494
LOC117779438,-1.093792256,0.010684679
LINC02798,-2.247474175,1.54E-12
PARG,0.582525953,0.006243511
TP73-AS1,-0.6142874,0.008183903
LINC00310,-2.291597214,0.014022236
NA,-2.395478355,0.001602341
KIF1C-AS1,-2.712547245,0.017503896
SCAMP4,-0.402762356,0.000149303
MROCKI,-3.86715482,1.19E-22
LOC105376219,-3.234897677,0.007812161
NA,1.26193834,0.022773289
NA,-0.979783348,1.29E-59
NA,-2.921436143,0
SLC9A7P1,3.651410407,6.98E-13
NA,-2.307284398,0.034487635
NA,-1.314891685,0.00975476
NA,-1.975298717,0.000494783
THAP12P3,-0.963289094,0.02810791
IL6R-AS1,-1.475128336,2.76E-14
NA,-1.157019195,0.031472186
HCG11,0.911856257,8.93E-05
TBX18-AS1,-1.559729383,0.019945175
NA,-3.017344572,0.048103424
NA,1.106825439,0.000624219
LOC105378663,-2.328725512,0.031683299
NA,0.939743955,0.029338649
OST4,0.268042805,0.011945636
NA,-1.214640191,4.47E-12
NA,1.146737242,8.23E-10
CCDC183-AS1,-0.914983174,0.001536043
FNDC10,-0.911736564,0.000108009
NA,-0.914110166,0.000947724
NA,0.756674608,0.041728505
NA,-0.612736272,0.016803701
TRGV5P,-1.381061983,0.002061203
PROB1,-0.828870611,0.018144113
LOC107987423,-4.551974266,0.040553423
DHFR,1.830744756,3.80E-33
LINC01128,-0.333702032,0.005976539
NA,-1.28816369,0.024964942
NA,-1.825014117,0.000342363
NA,-0.975509008,0.018086582
NA,-2.68736136,0.0406586
NA,-1.779967516,3.18E-14
NA,0.805599848,0.004500189
RPL41,0.395473544,6.91E-18
NA,-0.65521437,5.34E-05
EPHA1-AS1,-2.676949999,0.041541978
NA,-0.781437882,7.53E-21
NA,-0.849611579,0.005741386
NA,-2.372037827,0.00094713
PATL2,-0.738629239,0.002437383
NA,-1.546709064,0.02028425
LINC01204,3.336274225,0.024480186
NA,-4.754370594,8.29E-05
NAMPTP1,0.478784119,0.000278827
ZNF492,2.901496135,0.008964212
LINC00484,4.706841027,0.033959488
NA,-7.117062092,8.58E-06
NA,-1.629116305,1.15E-08
NA,5.948931414,0.000893685
NA,0.743573984,0.017683585
LRRC37A15P,-1.551301794,1.21E-12
RPL4P6,-2.429571482,0.04876015
NA,-4.97085485,0.015398247
NA,1.353654186,0.037614545
ANKRD18B,-2.033163123,3.09E-08
NA,-2.453894027,0.040740186
PSMG3-AS1,-0.557225798,0.011928144
VAV3-AS1,-0.950763237,0.002909407
THAP7-AS1,2.139319805,0.019874436
FTX,-0.79693497,0.025566983
NA,0.897601063,0.000537895
NA,4.418846882,0.013487279
LOC100418723,-0.648175551,0.042658164
NA,-1.441211862,5.52E-09
LOC339666,-1.869996069,0.036062872
NA,-3.027618749,0.001904777
LINC03016,-4.976601322,0.015352766
RPL23AP15,-4.799174918,0.004401968
NA,-2.445951895,0.011363135
NA,-1.265292236,0.004918738
NA,2.640087961,0.02364942
HSBP1,0.567435687,2.14E-10
CDC20P1,4.692526221,0.032989065
NA,0.441527886,0.034562559
NA,-1.975868155,0.024450774
NA,-2.700807929,0.041204792
NA,-1.152849947,8.62E-05
APCDD1L-DT,2.62452384,0.003854642
MANCR,5.196716751,0.009185748
NA,-0.477176735,0.002968563
NBPF21P,-5.563482196,0.002974858
HLA-DPA1,-4.854731166,0.021036322
LINC01305,-1.665709736,3.98E-23
RPS18,1.008831248,2.92E-73
FAM225A,-1.422968042,1.93E-14
LINC00278,-2.274981398,1.73E-06
NA,1.266325067,0.024632692
EHBP1-AS1,-1.162940598,0.000115408
CD109-AS1,-1.567379963,0.001109113
NA,-1.039064054,0.012271732
NA,-1.070283816,0.049161406
NA,-4.888941532,0.003420558
NA,-1.125784737,0.005614886
NA,-0.829322829,0.000363456
NA,2.736696614,0.000482155
LOC730100,-4.965089053,0.015743907
NA,1.021552254,3.76E-14
NA,-1.829894527,4.87E-16
RPS6KA2-IT1,-1.311831923,0.021270517
NA,4.501229295,0.047775551
NA,1.33625811,0.003229544
TMA7,1.186628389,1.93E-13
MCTS1,0.410401658,0.002633495
NA,-1.281049579,0.00180292
NA,-1.446203133,0.001449462
NA,-1.082438142,0.002271723
NA,-1.68934072,0.001220545
NA,2.738352223,0.020059214
EEF1B2P3,0.928522049,0.00208011
NA,-0.596343087,0.007524228
NA,-0.588619857,0.000469031
NA,-3.764567772,0.048796614
NA,-1.5557343,5.81E-26
GOLGA8N,-1.334401349,2.84E-05
NA,1.220985235,0.022325862
NA,2.489411289,0.040140558
SLCO4A1-AS1,-2.172296851,0.008539274
TNF,1.129156898,0.005658682
SNHG15,0.546738797,0.012983631
CYP1B1-AS1,2.37670521,0.002142824
NPIPA5,-1.895527973,0.025711121
LOC124904411,-1.224749615,1.21E-05
ZFY-AS1,-3.452053584,0.002893332
LOC339260,-0.875246444,3.40E-38
NA,-0.878078785,6.48E-15
DPH5-DT,1.25093856,0.010973833
NA,4.634687053,0.039023389
MPDU1-AS1,-2.878855317,4.55E-45
NA,-1.408342714,0.020741778
HNRNPA1P49,-1.07029625,0.009642211
NPIPB7,-2.484891366,0.018353235
GPX1,0.512913499,4.12E-17
NA,0.801758181,1.76E-06
GTF2IP4,-0.93012914,0.003129084
NKAPP1,-2.517991913,0.000818908
NA,-4.707819673,0.028857651
LOC730338,2.43958479,1.98E-12
NA,-3.058030605,4.63E-05
RPS28,0.331863658,0.00336642
KRTAP5-AS1,-4.09267395,0.025216178
TRIM26,-0.424478928,0.03782957
NA,0.678293068,0.001985121
LINC02535,3.492768475,0.002898503
NA,1.817991905,0.002253455
NA,-2.743081786,5.91E-05
NA,-0.632641394,0.006746004
NA,-1.893714979,0.000541686
MAP3K5-AS1,-2.604816513,0.003241343
ZNF879,-0.570337769,0.044180028
NA,-1.629692308,0.000147203
RPL7AP16,-2.142291723,0.000117477
LINC01914,-2.616171667,1.03E-06
NA,-1.679516156,0.045915333
ZNF37BP,1.193655339,8.20E-08
MAGI2-AS3,-1.416343631,0.000546977
NA,2.374432738,0.033806683
PINLYP,-0.800179037,9.76E-23
NA,-0.954647642,0.018708777
NA,-2.147795113,0.000930362
MAPKAPK5-AS1,1.186687908,0.00054919
JRK,0.388553629,0.005467591
GAS5,0.553727249,1.14E-07
NA,0.963108182,0.005769752
NA,-3.385324517,0.01896423
RPS3AP6,0.848583698,0.01616326
MIR155HG,-1.335255005,6.61E-26
NA,-2.102734557,0.013902605
NA,-0.455966762,1.14E-05
FTH1P2,-0.804391799,0.021082193
NA,-1.807667715,0.000517411
NA,1.020826024,0.011081239
BRD3OS,0.365407619,0.016297896
NA,-3.937720297,0.03390731
NA,1.320524842,7.58E-09
NA,-1.963852338,7.71E-17
LINC02154,-1.022564815,0.014371494
NA,0.969699947,0.013598917
NA,-2.77469497,1.27E-19
MSC-AS1,0.915908049,1.88E-14
RPL6P27,1.195417877,2.62E-07
BARX1-DT,-1.620908239,0.001571658
POU5F1P3,-4.976601322,0.015352766
NA,-0.386576138,3.37E-06
NA,1.731973617,0.047512114
KIAA0040,-2.233765304,8.66E-64
OLMALINC,-0.665220121,0.018291229
TM4SF19-AS1,-1.485264504,1.15E-16
TTC28-AS1,-1.1378727,0.000353623
NA,-0.788875793,0.006811334
LINC01814,2.602558452,0.019515017
LINC02941,2.932277332,0.000209182
COX10-DT,0.62476933,0.010802168
MIR7515HG,-4.835863018,0.021889857
MTND4P14,-4.744857438,0.005048255
SCAT8,1.500102487,3.12E-07
CCDC200,-0.744844365,0.000176481
LINC03099,3.803150762,0.000890625
NA,0.416342473,0.007840969
SIX3-AS1,-4.544233265,0.042114743
RPL13AP5,-0.637926063,7.94E-05
NA,-5.457415004,0.000641222
NA,3.048388046,0.016922834
LHX2-AS1,-2.206100786,0.013947024
NA,1.077679928,4.85E-05
NA,-5.193247778,0.008556431
CBR3-AS1,-1.614650482,9.69E-05
NA,-4.20425964,0.019787231
MIR600HG,-1.538884663,9.30E-06
NA,1.631861619,0.012953483
NA,-1.68607558,6.28E-09
NA,-3.736678203,0.016239699
ZNF503-AS2,-1.082902522,0.016271852
PRKAR1B-AS1,-0.724159581,5.17E-05
CDKN2AIPNL,0.696749346,0.010442269
NA,-2.234126137,2.47E-16
SMG1P1,-0.802656245,0.023586533
FOXD2-AS1,-0.600007571,0.047548349
ZNF737,0.875196169,0.005521472
RGL2,1.587669677,5.54E-17
LINC01637,-1.636150376,0.006844769
LINC01684,-1.182482206,0.001331633
WAKMAR2,-0.767149599,0.040057604
NA,-1.805101572,1.16E-29
RPL17P24,4.810229076,0.02465391
PDE7B-AS1,-1.666415181,0.028985146
KIFC1,2.279605358,7.31E-16
NA,-1.950711486,0.034893198
MTCO1P12,-0.32057057,0.045991527
NA,-5.368377765,0.005872871
NA,-0.534294607,0.045603823
LRRC37A2,-0.860544859,0.000657301
LINC01410,-0.784205097,4.43E-06
NA,-1.189232877,0.020736976
NA,1.440481569,0.01425894
NA,-2.129938761,2.16E-12
NA,1.693617692,0.018031193
NA,1.171862307,0.000364794
NA,1.52251312,0.003144005
NA,-0.720727438,0.027819363
NA,-1.578616352,0.038550352
NA,-1.222642301,0.001091939
NA,-5.403245628,0.005412631
NA,-0.89535166,0.04072014
NA,-1.479959456,4.78E-05
NA,0.663945157,0.000298252
NME1,1.937138309,1.21E-23
APOBEC3G,-1.828112767,2.62E-110
GET4,-1.104200679,0.043301606
ADSL,0.536119256,8.88E-05
LILRA2,-1.393395115,1.04E-05
PSMB9,-1.207307168,1.33E-43
PCDHGC3,0.453554951,1.10E-05
NA,-3.288385932,0.000113925
COX19,-0.492020144,0.003621499
RPS2P5,0.900811683,4.03E-10
PPIL3,-1.181315986,7.41E-30
NA,0.404210551,0.045153143
LOC105374003,1.959377669,9.04E-06
PNMA2,-0.481987553,0.046279779
NA,-3.229490829,0.029533552
NA,4.703095668,0.006285594
RDH14,-0.695313682,0.032276447
HOXA11-AS,-1.252172897,9.06E-07
LINC00877,1.849963626,0.040841362
PDXP,-1.674514418,0.048827416
NA,1.015495315,0.002673778
CD302,2.023812281,9.79E-06
ATP5MF,0.273434413,0.01029703
ARPC4,-0.17988088,0.018634101
RPL13P8,2.754229574,0.015040809
INMT,3.089768701,0.045181622
ATP5PO,0.375363719,0.004609125
PLEKHO2,-0.782161028,5.62E-43
PISD,-0.589139702,1.45E-08
PWP2,1.120871217,4.91E-13
PI4KA,0.228691259,0.001802172
NA,-2.069398711,0.003111185
RPL7AP6,0.756359114,0.000173904
SDHAP2,-0.510913976,0.000111521
SNHG3,0.552397742,0.000354334
NA,4.237230573,5.91E-05
ARFGAP3,0.181171241,0.015498035
LINC00996,-0.819423523,0.019152914
NA,-0.772385165,0.039216778
RPS18P5,0.590761907,0.027146264
NA,-1.385364181,1.52E-05
EIF6,-0.181040109,0.030931726
MRPL20,0.273231,0.035119
NA,0.459725163,0.030382633
SERPINB10,-4.334799626,0.014775545
NA,-1.029880899,6.86E-16
RTL5,-2.613740542,1.04E-25
AP5Z1,-0.773055654,3.08E-11
NA,-0.992477242,0.02337621
NA,2.407728565,2.51E-08
RPL6P10,1.116839121,0.045354093
PCDHAC2,-1.235297806,0.000175112
NA,-1.613238475,6.74E-19
STMP1,0.509102701,3.59E-06
KCTD7,-0.582816568,0.002619803
NA,4.522998974,0.000309337
C4orf48,-0.993626317,0.024078755
NA,0.426455971,0.030739831
IL10RB,-0.247028244,0.003283719
CFB,-2.469407667,0.006224598
DNAAF10,0.789037873,0.043215579
NA,-1.616928064,1.11E-10
NPIPB5,-1.062959588,1.23E-07
RPLP0P2,-0.433200939,4.36E-05
NA,-1.238216545,0.040171232
APOBEC3D,-2.262622839,3.97E-05
MRPS6,-0.914636372,1.19E-28
NFS1,0.769944307,0.000318643
FAM86DP,0.681252846,0.002335924
P2RY11,-0.531456935,0.018682329
TMEM141,0.867203241,0.000747196
IFITM10,-1.002957502,4.68E-13
NA,-1.119818985,6.25E-06
NA,1.201410921,1.10E-08
RBM12,0.461343886,7.17E-08
APOBEC3C,-0.855419877,1.99E-17
NA,-5.854741633,0.001182678
RPL17P7,-0.688357825,5.47E-05
N4BP2L2,-0.48113768,1.76E-10
LINC00847,-1.127121671,9.35E-13
NEAT1,-0.606088149,8.71E-31
SCAMP1-AS1,-0.884186154,0.005616163
FAM111A-DT,-0.725551812,0.048136459
CEBPA,-1.518283888,0.024263795
NA,-1.14061582,0.001538337
LOC100507053,1.930323779,0.0048907
PPM1K-DT,-3.063741676,0.001553502
TNFRSF10A-DT,-1.071746741,0.002768008
H2AJ,0.679519013,0.012455436
RGMB-AS1,3.626187756,8.78E-12
STARD4-AS1,2.187424414,1.10E-102
PGAM5,0.793964517,1.64E-06
NA,-2.418695956,9.52E-05
LINC01252,-1.993228995,0.016391239
LOC400541,0.612795667,0.044288302
NA,-1.798444639,0.00453958
LOC101928847,-2.783967535,8.37E-08
OIP5-AS1,0.884475071,2.58E-27
TWF2,0.928075215,6.42E-07
MARS2,1.864157122,2.14E-30
NA,1.689655016,2.54E-07
NRAV,0.793790183,0.015736297
NA,0.370839146,0.044115237
NA,2.763741711,0.002891294
NA,-1.015309503,3.02E-06
LINC02150,-3.215991696,0.032124869
NA,1.387897259,0.000721974
LOC124900778,1.140691089,7.42E-29
MEF2C-AS1,1.981139923,4.70E-08
LUCAT1,-0.236684166,0.04573489
NA,1.249448983,0.038625144
LINC00504,-1.622120361,1.86E-55
FGF10-AS1,-3.540230868,0.011986353
LOC101929470,4.577254749,0.00870468
NA,1.023729281,0.044274134
KRT8P46,-1.629248463,6.98E-11
NA,2.2149531,2.28E-13
NA,-1.547867287,0.000331531
HAUS5,0.698116144,0.037482078
PDLIM1P4,-2.419866107,0.022835738
NA,2.136234795,0.042913385
NA,-1.317516315,0.036394275
NA,0.443006306,0.043818597
NA,-1.080712576,0.020188788
NA,1.761280551,9.06E-14
PDCD6,0.236599053,0.000396274
LINC00536,-3.61166132,0.009894787
NA,-3.243025681,5.08E-28
NA,6.480937359,0.000133828
SLC1A3-AS1,1.473206099,0.000859885
PKD1P6,-0.439943412,0.040706576
TRMT9B,-1.219786775,0.009660013
SMIM20,0.64243199,0.005267771
PURPL,1.710476869,0.005928938
INTS6P1,1.747945816,0.000357396
NA,-2.623187446,6.27E-06
GPR162,-0.701109974,0.010632008
NA,4.473439889,5.56E-149
NA,3.223693684,6.89E-07
NA,-4.031246645,0.028675208
NA,2.983157231,0.01890461
NA,-2.206531116,4.47E-17
NA,-1.357055928,2.12E-18
NA,0.343346951,0.019045409
RIPK2-DT,-1.234733759,9.57E-10
NA,-0.667282716,0.029823113
NA,-1.112478207,0.016059401
SHANK3,1.14425209,2.05E-07
SYT9-AS1,-0.988397165,0.045357664
ZNF550,0.659550782,0.007019795
NA,-3.035492302,0.017724412
LINC02201,3.613973013,0.011690743
MALAT1,-0.580080461,1.81E-44
RNU6-725P,3.46681815,0.016929128
NA,-2.052477464,0.036961016
RN7SKP57,5.317751256,0.006631946
PCDHGA12,2.839497324,1.40E-05
NA,3.767626764,0.000760712
HOXA10-AS,-1.235598113,0.0396802
NA,-2.143660267,0.007996923
NA,-7.882351812,3.00E-07
DENND3-AS1,-0.805379667,0.003575804
NA,-1.662632648,0.000333339
MIR124-1HG,2.163181158,4.38E-12
CCDC71L,0.47579288,0.008645803
HOXA10,-0.434274455,0.042954235
TUG1,0.206375379,0.000104703
LINC01605,3.109770589,0.012032701
NA,2.080045536,1.43E-16
NA,-1.121713696,0.000156429
LINC02099,3.312131021,0.0063055
MIR3142HG,-1.304660109,0.001161733
EIF5AL1,1.186831887,0.000169048
KCNIP1-OT1,-4.567316804,0.040312746
PRKDC,2.269508657,0
OTUD6B-AS1,0.292211272,0.022915915
CARS1P2,1.832493951,0.015876281
NA,-1.037634334,6.03E-10
NA,-5.281198672,0.007004458
PCDHGA11,0.782653592,0.00082679
PCDHGB4,0.757896232,0.03193978
CLDN23,-1.823935686,0.003926451
ZNF260,0.69066318,1.15E-07
IGHEP2,-2.373888717,0.009137903
LYN,-1.365171378,3.08E-139
PINX1,0.858194771,0.015098297
NA,-1.649893912,8.15E-06
NA,-5.4631484,0.004080642
NA,-3.754928256,0.04955774
NA,-4.842182488,0.02116212
LINC03021,-2.206010286,0.031071515
NA,1.572103445,0.011775193
RHPN1-AS1,-1.303868092,0.000245046
SIGLEC14,-2.845459673,3.80E-19
NA,0.851155314,0.000110106
AP5B1,-0.693912496,6.05E-10
HMGB3P29,-1.501569659,0.048974565
NA,-1.899324345,0.001781361
SIGLEC12,-2.807823478,0.00037905
PABPC4L,2.199462411,0.000145739
DNAJB6P1,-0.656169501,0.002073793
NA,-0.418392062,0.022618353
PKD1P5,-0.806479254,6.74E-07
FPGT,0.549457242,0.003330933
MEX3A,1.65299492,0.000406924
SLC22A18AS,-1.144917115,0.000387869
GVINP1,-3.228118461,2.80E-28
NA,-1.148337946,0.049785806
NA,-0.573622074,0.00101488
SCARNA9,-4.467097167,0.010559109
BRK1,0.638687102,8.39E-20
NA,1.341858807,5.18E-05
NA,3.416574055,4.62E-42
CHMP1B,-0.191210968,0.01978103
NA,1.230446956,0.047600198
NA,-5.07833764,0.011872047
MIR100HG,4.483986876,1.25E-22
LINC02710,-2.684087954,0.041555372
NA,-0.875950452,0.02690263
EID1,0.371152476,4.18E-10
NA,0.816667774,0.005325561
LOC105375743,1.811028545,0.029203383
RAB44,-2.140326697,2.58E-09
SNHG1,0.734555603,1.30E-12
NA,-1.988919054,0.001629705
NA,3.095092216,0.012751809
NA,-2.509381458,6.96E-57
CTSO,-0.877417725,4.76E-19
NA,4.329570756,0.000678553
ZNF10,0.660319564,0.035094213
SMIM3,-2.492389867,0.000583369
NA,-2.518936215,0.002394707
NA,0.811829799,0.039907593
HMBS,1.329552839,8.30E-10
NA,-1.842803484,0.041764887
NA,-0.385975081,0.005354967
NA,-2.202763613,0.014748449
NA,2.739262587,6.55E-08
ZNF350,-0.936734845,2.77E-07
NA,6.461630398,0.000135945
PPP1R14B-AS1,1.120151112,0.01200466
DENND11,0.756274046,0.003207617
LSM14A,0.316459432,0.000135126
NHLRC4,-1.776889254,0.021046399
NA,-0.950585781,0.006858298
NA,0.830373878,0.010998653
TMPO-AS1,1.58441713,0.007146146
NA,4.293640659,0.017454202
GATC,0.428684238,0.022551282
LINC01619,-1.285995581,0.009573695
ZNF271P,0.339585741,0.00070656
ZBED6,0.349038802,0.017244274
MGAM,1.365662904,0.022980073
NA,-1.877544316,0.000898767
NA,-2.465598822,0.036082246
PPFIA2-AS1,6.343602336,0.000217811
GALNT4,-0.965596586,0.000238279
OVCH1-AS1,-2.721089631,0.007477046
LOC100287355,-1.80830741,0.036880625
NA,-0.827750036,0.003875747
LBX2-AS1,-1.728368564,2.72E-15
INAFM1,-0.97234531,0.025229409
CNPY2,0.908594093,0.006154793
NA,2.762416119,0.01576398
NA,0.775823115,0.006549979
NA,0.934151209,0.005385067
LINC03088,-0.850416662,3.39E-08
